본부,사업년도,RAPA식별코드,공사명,건물명/도로명,건물명 출처,유형,주용도,공사구분,시도,시군구,읍면동,번,지,리,시도_보정,시군구_보정,읍면동_보정,리_보정,번_보정,지_보정,대지구분,대지면적,연면적(지상),연면적(지하),연면적(합계),지상층수,지하층수,동,세대수,EV 설치 예상 대수,주차대수,세대당주차대수,도로구간(m),준공예정일,수정 준공예정일,입주자사전점검일,준공사,주소,공동망,관로동,위도,경도,RAPA등록_검증,준공예정일_검증,동수_검증,층수_검증,위경도_검증,최종검증결과
중부,2027,m-RAPA-2310-3547,천안아이파크시티,천안아이파크시티,APT,아파트,공동주택,건물,충청남도,천안시 서북구,성성동,34,4,-,-,-,-,-,-,-,대지,-,138402.67,70244.12,208646.79,33,2,11,1126,22,1871,1.66,-,2027-10-23,-,2027-09-07,-,충청남도 천안시 서북구 성성동 34 4,미등록,"101,102,104,105,106,000,000,000",36.84281008,127.1417631,등록,상이(웹검색결과: 2028.08),동일,상이(웹검색결과: 34층),"상이(웹검색결과: 36.845(위도), 127.145(경도), 0.40km(오차))","준공예정일 확인 필요, 층수 확인 필요, 위경도 확인 필요"
수도권,2027,m-RAPA-2310-3536,원주무실 A-1BL 공동주택 건설공사,원주무실 A-1블록 공공임대주택,APT,500세대 이상,-,-,강원특별자치도,원주시,무실동,원주무실 공공지원민간임대주택 공급촉진지구,A-1,-,-,-,-,-,-,-,블록,-,49653.76,32033.67,81687.43,25,2,9,580,18,-,1.3,-,2027-10-20,-,2027-09-04,SKT,강원특별자치도 원주시 무실동 원주무실 공공지원민간임대주택 공급촉진지구 A-1,단독,"101,102,104,106,108",37.309801,127.9237648,등록,-,-,-,-,미검증
서부,2027,m-RAPA-2110-6621,순창 순화지구 도시개발구역 2BL 공동주택 신축공사,대상 웰라움 순창,APT,500세대 미만,-,-,전북특별자치도,순창군,순창읍,순창 순화지구 도시개발구역,공동2,순화리,전북특별자치도,순창군,순창읍,순화리,951,-,블록,-,30682.5399,8045.9363,38728.4762,18,1,5,263,10,-,1.3,-,2027-10-20,-,2027-09-04,RAPA,전북특별자치도 순창군 순창읍 순화리 순창 순화지구 도시개발구역 공동2,LGU+,해당사항없음,35.38151155,127.1374385,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-1810-6057,성남시 산성구역 주택재개발 정비사업 [2BL],산성역 헤리스톤,APT,500세대 이상,-,-,경기도,성남시 수정구,산성동,1336,-,-,-,-,-,-,-,-,대지,-,62170.92,55381.14,117552.06,24,5,8,781,16,-,1.3,-,2027-10-17,-,2027-09-01,SKT,경기도 성남시 수정구 산성동 1336,단독,"202,206,207,208",37.45446354,127.1515434,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2110-6492,'21 부천대장 A-7BL 공공주택 건설공사,부천대장 A7블록 공공분양주택,APT,500세대 미만,-,-,경기도,부천시 오정구,원종동,부천대장 공공주택지구,A-7,-,-,-,-,-,-,-,블록,-,41714.54,24994.13,66708.67,15,2,12,473,24,-,1.3,-,2027-10-14,-,2027-08-30,RAPA,경기도 부천시 오정구 원종동 부천대장 공공주택지구 A-7,미등록,해당없음,37.5358988,126.7959622,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2110-6637,부천대장A6BL 공동주택 설계용역,e편한세상 대장 퍼스티움,APT,500세대 이상,-,-,경기도,부천시 오정구,오정동,부천대장 공공주택지구,A6,-,-,-,-,-,-,-,블록,-,54264.18,37692.76,91956.94,15,2,14,688,28,-,1.3,-,2027-10-14,-,2027-08-30,LGU+,경기도 부천시 오정구 오정동 부천대장 공공주택지구 A6,단독,"602,605,607,611",37.53471829,126.7906987,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2110-6635,부천대장A5BL 공동주택 설계용역,e편한세상 대장 퍼스티움,APT,500세대 이상,-,-,경기도,부천시 오정구,오정동,부천대장 공공주택지구,A5,-,-,-,-,-,-,-,블록,-,76564.29,53055.04,129619.33,15,2,22,952,44,-,1.3,-,2027-10-14,-,2027-08-30,LGU+,경기도 부천시 오정구 오정동 부천대장 공공주택지구 A5,단독,"501,503,509,512,513,000,000",37.53644483,126.7913388,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2110-6225,고양창릉 S6블록 공동주택 신축공사,고양창릉 S-6블록 공공분양주택,APT,500세대 미만,-,-,경기도,고양시 덕양구,도내동,고양창릉 공공주택지구,S6,-,-,-,-,-,-,-,블록,-,38656.57,26171.47,64828.04,15,2,10,430,20,-,1.3,-,2027-10-12,-,2027-08-27,RAPA,경기도 고양시 덕양구 도내동 고양창릉 공공주택지구 S6,미등록,해당없음,37.62018237,126.8691262,등록,-,-,-,-,미검증
중부,2027,m-RAPA-2110-6148,대전롯데캐슬더퍼스트,대전롯데캐슬더퍼스트,APT,아파트,공동주택,건물,대전광역시,동구,가오동,394,-,-,-,-,-,-,-,-,대지,-,94936.888,56427.0213,151363.9093,33,2,10,952,20,1249,1.31,-,2027-10-10,-,2027-08-25,KT,대전광역시 동구 가오동 394,미등록,"101,103,105,106,107,000,000",36.30841539,127.4494589,등록,상이(웹검색결과: 2027.11),동일,동일,"상이(웹검색결과: 36.310(위도), 127.448(경도), 0.23km(오차))","준공예정일 확인 필요, 위경도 확인 필요"
수도권,2027,m-RAPA-2203-1679,양주시 용암3지구 공동주택 신축공사,양주용암3지구 지역주택조합아파트,APT,500세대 이상,-,-,경기도,양주시,은현면,784,8,용암리,-,-,-,-,-,-,대지,-,58665.0764,32119.9209,90784.9973,27,2,7,644,14,-,1.3,-,2027-10-07,-,2027-08-22,SKT,경기도 양주시 은현면 용암리 784 8,단독,"101,103,106",37.84727785,127.0396207,등록,-,-,-,-,미검증
서부,2027,m-RAPA-2305-1793,제주시 오등봉공원 민간공원 특례사업 공동주택 1단지 신축공사,위파크 제주,APT,500세대 이상,-,-,제주특별자치도,제주시,오라이동,854,1,-,-,-,-,-,-,-,대지,-,89512.09,50498,140010.09,15,3,15,686,30,-,1.3,-,2027-10-07,-,2027-08-22,KT,제주특별자치도 제주시 오라이동 854 1,미등록,"105,107,109,113",33.47144453,126.5139451,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-1909-5157,파주 문산3리지구 주택재개발정비사업 동문굿모닝힐 아파트 신축공사,문산역3차 동문 디 이스트 센트럴,APT,500세대 이상,-,-,경기도,파주시,문산읍,80,11,문산리,-,-,-,-,-,-,대지,-,85782.215,34465.634,120247.849,28,2,7,951,14,-,1.3,-,2027-10-07,-,2027-08-22,KT,경기도 파주시 문산읍 문산리 80 11,SKT,"301,303,305",37.86011659,126.7845375,등록,-,-,-,-,미검증
동부,2027,m-RAPA-2204-2378,번영로하늘채라크뷰아파트,번영로하늘채라크뷰아파트,APT,아파트,공동주택,건물,울산광역시,남구,야음동,363,1,-,-,-,-,-,-,-,대지,-,92367.3902,45308.3101,137675.7003,30,2,8,803,16,1103,1.37,-,2027-10-07,-,2027-08-22,KT,울산광역시 남구 야음동 363 1,미등록,"103,104,105,106,108",35.51839,129.335815,등록,상이(웹검색결과: 2027.11),동일,동일,동일,준공예정일 확인 필요
수도권,2027,m-RAPA-2104-2131,나리벡시티 공동주택 신축공사,의정부 롯데캐슬 나리벡시티,APT,500세대 이상,-,-,경기도,의정부시,금오동,26,19,-,-,-,-,-,-,-,산,-,89085.4358,56415.5564,145500.9922,39,4,4,671,8,-,1.3,-,2027-10-07,-,2027-08-22,SKT,경기도 의정부시 금오동 26 19,미등록,"101,103",37.75678908,127.0728027,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-1911-6324,롯데캐슬시그니처중앙아파트,롯데캐슬시그니처중앙아파트,APT,아파트,공동주택,건물,경기도,안산시 단원구,고잔동,674,-,-,-,-,-,-,-,-,대지,-,102558.9168,56060.7284,158619.6452,38,2,7,1051,14,-,1.3,-,2027-10-07,-,2027-08-22,KT,경기도 안산시 단원구 고잔동 674,단독,"501,504,505",37.32177373,126.835742,등록,-,-,-,-,미검증
서부,2027,m-RAPA-2305-1794,제주시 오등봉공원 민간공원 특례사업 공동주택 2단지 신축공사,위파크 제주,APT,500세대 이상,-,-,제주특별자치도,제주시,오라이동,923,-,-,-,-,-,-,-,-,대지,-,92249.02,52870,145119.02,15,2,13,715,26,-,1.3,-,2027-10-07,-,2027-08-22,KT,제주특별자치도 제주시 오라이동 923,미등록,"204,207,210",33.47864373,126.5173961,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-1902-0897,아크로리츠카운티아파트,아크로리츠카운티아파트,APT,아파트,공동주택,건물,서울특별시,서초구,방배동,1018,1,-,-,-,-,-,-,-,대지,-,76587.66,69617.08,146204.74,27,5,8,707,16,-,1.3,-,2027-10-05,-,2027-08-20,LGU+,서울특별시 서초구 방배동 1018 1,미등록,"101,103,107",37.47869905,127.0017411,등록,-,-,-,-,미검증
중부,2027,m-RAPA-2201-0290,더샵탕정인피니티시티3차아파트,더샵탕정인피니티시티3차아파트,APT,아파트,공동주택,건물,충청남도,아산시,탕정면,아산탕정2 도시개발구역,A-2,갈산리,충청남도,아산시,탕정면,갈산리,260,1,블록,-,120021.55,60478.6,180500.15,35,2,9,1167,18,-,1.3,-,2027-10-02,-,2027-08-17,SKT,충청남도 아산시 탕정면 갈산리 아산탕정2 도시개발구역 A-2,SKT,"201,202,203,204,206,000,000,000",36.79049167,127.0713403,등록,-,-,-,-,미검증
중부,2027,m-RAPA-2205-3019,충남 아산 매곡리 공공지원 민간임대주택,아산 탕정 매곡 공공지원 민간임대주택,APT,500세대 이상,-,-,충청남도,아산시,탕정면,공공지원민간임대주택 공급촉진지구,S-1,매곡리,충청남도,아산시,탕정면,매곡리,30,-,블록,-,176239.0303,90577.2959,266816.3262,29,3,15,1712,30,-,1.3,-,2027-09-30,-,2027-08-15,LGU+,충청남도 아산시 탕정면 매곡리 공공지원민간임대주택 공급촉진지구 S-1,SKT,"102,103,104,107,111,000,000",36.80989553,127.0931832,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2107-4134,공성아파트 소규모재건축사업,공성아파트,APT,500세대 미만,-,-,서울특별시,동대문구,제기동,892,65,-,-,-,-,-,-,-,대지,-,6548.0602,3595.9869,10144.0471,19,2,1,76,2,-,1.3,-,2027-09-29,-,2027-08-14,RAPA,서울특별시 동대문구 제기동 892 65,단독,1.지상1층: 팬룸#1 상부 지하층 환기부 인근,37.58096522,127.0358691,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2205-2760,더샵의정부역링크시티아파트,더샵의정부역링크시티아파트,APT,아파트,공동주택,건물,경기도,의정부시,의정부동,248,3,-,-,-,-,-,-,-,대지,-,179111.9132,72401.175,251513.0882,47,3,6,1404,12,-,1.3,-,2027-09-29,-,2027-08-14,KT,경기도 의정부시 의정부동 248 3,미등록,"102,104,105,106",37.74258981,127.0409042,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2403-0883,광명시 구름산 도시개발사업지구 A4BL 공동주택 신축공사,광명유승한내들 라포레,APT,500세대 미만,-,-,경기도,광명시,소하동,324,24,-,-,-,-,-,-,-,대지,-,49501.1863,29771.8298,79273.0161,18,2,10,444,20,-,1.3,-,2027-09-29,-,2027-08-14,RAPA,경기도 광명시 소하동 324 24,미등록,해당없음,37.4389774,126.8773805,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2201-0468,화성시 비봉지구 B-1BL 공동주택 신축공사,화성 비봉지구 B1블록 금성백조 예미지2차,APT,500세대 이상,-,-,경기도,화성시 효행구,비봉면,화성비봉 공공주택지구,B-1,삼화리,경기도,화성시 효행구,비봉면,삼화리,1833,-,블록,-,57077.7513,24212.0487,81289.8,25,1,5,530,10,-,1.3,-,2027-09-29,-,2027-08-14,KT,경기도 화성시 효행구 비봉면 삼화리 화성비봉 공공주택지구 B-1,미등록,"202,203",37.25136515,126.8650102,등록,-,-,-,-,미검증
동부,2027,m-RAPA-2109-5774,힐스테이트더샵상생공원2단지,힐스테이트더샵상생공원2단지,APT,아파트,공동주택,건물,경상북도,포항시 남구,대잠동,상생근린공원 민간공원조성 특례사업,2,-,-,-,-,-,-,-,블록,-,217401.9588,105805.4016,323207.3604,35,5,12,1668,24,2508,1.5,-,2027-09-29,-,2027-08-14,-,경상북도 포항시 남구 대잠동 상생근린공원 민간공원조성 특례사업 2,미등록,"201,203,205,206,208,000",36.01828575,129.3367332,등록,동일,동일,동일,동일,정상
서부,2027,m-RAPA-1705-06-02-41,양동지역주택조합 아파트 신축공사,양동 양우내안애 위니드,APT,500세대 미만,-,-,전남광주통합특별시,서구,양동,367,100,-,-,-,-,-,-,-,대지,-,16820.7519,6109.486,22930.2379,20,2,2,155,4,-,1.3,-,2027-09-29,-,2027-08-14,RAPA,전남광주통합특별시 서구 양동 367 100,단독,해당없음,35.15726146,126.8986364,등록,-,-,-,-,미검증
서부,2027,m-RAPA-2011-6153,익산송학 주거복지지사 복합개발사업,익산송학 행복주택,APT,500세대 미만,-,-,전북특별자치도,익산시,송학동,97,22,-,-,-,-,-,-,-,대지,-,4642.67,2494.5,7137.17,13,2,1,80,2,-,1.3,-,2027-09-29,-,2027-08-14,RAPA,전북특별자치도 익산시 송학동 97 22,단독,1. 지상1층 : D.A 상부 인근,35.93813128,126.9403526,등록,-,-,-,-,미검증
중부,2027,m-RAPA-2202-1060,대전문화 문화공원 특례사업 공동주택 신축공사,대전 문화공원 수자인,APT,500세대 이상,-,-,대전광역시,중구,문화동,47,-,-,-,-,-,-,-,-,대지,-,60562.7978,35821.0608,96383.8586,16,3,11,509,22,-,1.3,-,2027-09-29,-,2027-08-15,SKT,대전광역시 중구 문화동 47,미등록,"101,105,108,109",36.30786205,127.4110244,등록,-,-,-,-,미검증
중부,2027,m-RAPA-2011-6379,원봉공원힐데스하임,원봉공원힐데스하임,APT,아파트,공동주택,건물,충청북도,청주시 상당구,용암동,222,-,-,-,-,-,-,-,-,산,-,154828.0687,80284.0573,235112.126,29,4,17,1211,34,1819,1.5,-,2027-09-29,-,2027-08-14,SKT,충청북도 청주시 상당구 용암동 222,미등록,"102,111,113,114,117",36.60819187,127.5167751,등록,동일,동일,동일,동일,정상
수도권,2027,m-RAPA-2012-7033,경기도 수원시 권서구 평동 144-1 주상복합 신축공사,수원역푸르지오자이,APT,일반,-,-,경기도,수원시 권선구,평동,144,1,-,-,-,-,-,-,-,대지,-,16871.06,7782.49,24653.55,14,3,3,152,6,-,1.3,-,2027-09-29,-,2027-08-14,RAPA,경기도 수원시 권선구 평동 144 1,단독,해당없음,37.26211647,126.998116,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2306-2367,엘리프남위례역에듀포레아파트,엘리프남위례역에듀포레아파트,APT,아파트,공동주택,건물,경기도,성남시 수정구,복정동,성남복정1 공공주택지구,B3,-,-,-,-,-,-,-,블록,-,57988.95,28570.83,86559.78,29,5,6,510,12,-,1.3,-,2027-09-29,-,2027-08-14,LGU+,경기도 성남시 수정구 복정동 성남복정1 공공주택지구 B3,단독,"101,103,105",37.45854769,127.1424594,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2307-2474,평택 BRAIN CITY 6BL 공동주택 신축공사,평택 브레인시티 6BL 로제비앙 모아엘가,APT,500세대 이상,-,-,경기도,평택시,장안동,평택 브레인시티 일반산업단지,공동6,-,-,-,-,-,-,-,블록,-,141079.6793,64407.6123,205487.2916,35,2,10,1215,20,-,1.3,-,2027-09-29,-,2027-08-26,SKT,경기도 평택시 장안동 평택 브레인시티 일반산업단지 공동6,미등록,"601,604,608,610",37.05217378,127.0912639,등록,-,-,-,-,미검증
중부,2027,m-RAPA-2312-4405,도안푸르지오디아델29블록아파트,도안푸르지오디아델29블록아파트,APT,아파트,공동주택,건물,대전광역시,유성구,용계동,대전 도안2-5지구 도시개발구역,29,-,-,-,-,-,-,-,블록,-,106572.13,60171.18,166743.31,32,3,7,772,14,-,1.3,-,2027-09-29,-,2027-08-14,-,대전광역시 유성구 용계동 대전 도안2-5지구 도시개발구역 29,미등록,"2,901,290,329,042,900",36.32449741,127.3345862,등록,-,-,-,-,미검증
중부,2027,m-RAPA-2312-4406,도안푸르지오디아델31블록아파트,도안푸르지오디아델31블록아파트,APT,아파트,공동주택,건물,대전광역시,유성구,용계동,대전 도안2-5지구 도시개발구역,31,-,-,-,-,-,-,-,블록,-,103154.67,56243.25,159397.92,32,2,6,742,12,-,1.3,-,2027-09-29,-,2027-08-14,-,대전광역시 유성구 용계동 대전 도안2-5지구 도시개발구역 31,미등록,"310,131,023,105",36.32649361,127.3345557,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2406-1750,군포대야미대방디에트르시그니처아파트,군포대야미대방디에트르시그니처아파트,APT,아파트,공동주택,건물,경기도,군포시,둔대동,57,-,-,-,-,-,-,-,-,대지,-,70550.4632,42200.7959,112751.2591,27,3,6,640,12,-,1.3,-,2027-09-29,-,2027-08-14,LGU+,경기도 군포시 둔대동 57,미등록,"301,303,305",37.328152,126.902446,등록,-,-,-,-,미검증
중부,2027,m-RAPA-2311-4074,힐스테이트도안리버파크2단지,힐스테이트도안리버파크2단지,APT,아파트,공동주택,건물,대전광역시,유성구,학하동,대전 도안 2-2지구 도시개발사업,SA4,-,-,-,-,-,-,-,블록,-,178876.962,98337.4854,277214.4474,35,2,14,1437,28,2337,1.63,-,2027-09-27,-,2027-08-12,SKT,대전광역시 유성구 학하동 대전 도안 2-2지구 도시개발사업 SA4,단독,"201,203,205,207,209,000,000,000,000",36.32981992,127.3227364,등록,동일,동일,동일,동일,정상
수도권,2027,m-RAPA-2109-5792,의왕청계2지구 A-1BL 공동주택건설공사,의왕청계2 A1블록 신혼희망타운,APT,500세대 미만,-,-,경기도,의왕시,포일동,의왕청계2 공공주택지구,A-1,-,-,-,-,-,-,-,블록,-,40558.86,23388.16,63947.02,25,2,10,480,20,-,1.3,-,2027-09-24,-,2027-08-09,RAPA,경기도 의왕시 포일동 의왕청계2 공공주택지구 A-1,미등록,해당없음,37.39114217,126.9875782,등록,-,-,-,-,미검증
서부,2027,m-RAPA-2303-1176,광주광역시 남구 진월동 지역주택조합 공동주택 신축공사,-,APT,500세대 미만,-,-,전남광주통합특별시,남구,진월동,3,-,-,-,-,-,-,-,-,산,-,36040.8075,19490.6994,55531.5069,20,2,9,300,18,-,1.3,-,2027-09-23,-,2027-08-19,RAPA,전남광주통합특별시 남구 진월동 3,단독,해당없음,-,-,등록,-,-,-,-,미검증
동부,2027,m-RAPA-2510-2861,경산대임 A-1BL 공공주택 건설공사,경산대임 A-1BL 공공주택,APT,500세대 미만,-,-,경상북도,경산시,계양동,경산대임 공공주택지구,A-1,-,-,-,-,-,-,-,블록,-,29021.26,10054.27,39075.53,23,1,4,440,8,-,1.3,-,2027-09-23,-,2027-08-08,RAPA,경상북도 경산시 계양동 경산대임 공공주택지구 A-1,미등록,해당사항없음,35.83716157,128.7347503,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2203-1552,신길동 1300 공동주택 (정오개발(주)),신길동 1300 역세권 청년주택,APT,500세대 미만,-,-,서울특별시,영등포구,신길동,1300,-,-,-,-,-,-,-,-,대지,-,13016.57,2359.22,15375.79,21,4,1,264,2,-,1.3,-,2027-09-20,-,2027-08-05,RAPA,서울특별시 영등포구 신길동 1300,미등록,1.지상1층: 기계식 주차시설 인근 지하층 환기부,37.51233827,126.9247923,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2009-4621,인천부평 도시재생뉴딜 어울림플랫폼 복합개발사업,인천부평 도시재생뉴딜 어울림플랫폼,APT,500세대 미만,-,-,인천광역시,부평구,부평동,65,17,-,-,-,-,-,-,-,대지,-,25965.95,16755.42,42721.37,20,3,2,350,4,-,1.3,-,2027-09-15,-,2027-07-31,RAPA,인천광역시 부평구 부평동 65 17,미등록,해당사항없음,37.5029961,126.7194753,등록,-,-,-,-,미검증
동부,2027,m-RAPA-2207-4362,안동용상하늘채리버스카이아파트,안동용상하늘채리버스카이아파트,APT,아파트,공동주택,건물,경상북도,안동시,용상동,494,-,-,-,-,-,-,-,-,대지,-,62324.2328,28902.4506,91226.6834,26,2,9,547,18,-,1.3,-,2027-09-10,-,2027-07-26,LGU+,경상북도 안동시 용상동 494,단독,"101,103,105,107,109",36.54935588,128.7680542,등록,-,-,-,-,미검증
중부,2027,m-RAPA-2311-3810,둔산엘리프더센트럴아파트,둔산엘리프더센트럴아파트,APT,아파트,공동주택,건물,대전광역시,서구,괴정동,133,-,-,-,-,-,-,-,-,대지,-,107469.597,59865.3877,167334.9847,29,3,10,864,20,-,1.3,-,2027-09-09,-,2027-07-25,LGU+,대전광역시 서구 괴정동 133,단독,"102,105,106,109,110",36.33730364,127.3744397,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2111-6939,부천역곡 A2BL 공동주택 건설공사,부천역곡 A2BL 공동주택,APT,500세대 이상,-,-,경기도,부천시 원미구,역곡동,부천역곡 공공주택지구,A2,-,-,-,-,-,-,-,블록,-,119735.3,76763.62,196498.92,25,4,20,1464,40,-,1.3,-,2027-09-09,-,2027-07-26,KT,경기도 부천시 원미구 역곡동 부천역곡 공공주택지구 A2,미등록,"201,204,207,211,214,000",37.49581387,126.80708,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2303-0800,프레스티어자이아파트,프레스티어자이아파트,APT,아파트,공동주택,건물,경기도,과천시,별양동,7,-,-,-,-,-,-,-,-,대지,-,161256.1,131550.88,292806.98,35,3,11,1445,22,2460,1.7,-,2027-09-09,-,2027-07-25,LGU+,경기도 과천시 별양동 7,단독,"401,404,406,407,408,000,000",37.426436,126.99369,등록,상이(웹검색결과: 2027.10),동일,동일,동일,준공예정일 확인 필요
수도권,2027,m-RAPA-1904-2402,광명롯데캐슬시그니처아파트,광명롯데캐슬시그니처아파트,APT,아파트,공동주택,건물,경기도,광명시,광명동,275,3,-,-,-,-,-,-,-,대지,-,131936.9798,76843.3805,208780.3603,29,2,15,1498,30,0,1.3,-,2027-09-09,-,2027-07-25,KT,경기도 광명시 광명동 275 3,미등록,상세란 참조,37.47559347,126.8492733,등록,상이(웹검색결과: 2027.10),동일,동일,동일,준공예정일 확인 필요
서부,2027,m-RAPA-2104-2092,순천 용당 더숲 지역주택조합 아파트 신축공사,순천 한양립스 파크포레,APT,500세대 미만,-,-,전남광주통합특별시,순천시,용당동,288,1,-,-,-,-,-,-,-,대지,-,46805.0008,25933.0135,72738.0143,15,2,13,463,26,-,1.3,-,2027-09-09,-,2027-07-26,RAPA,전남광주통합특별시 순천시 용당동 288 1,미등록,해당없음,34.97595822,127.4980712,등록,-,-,-,-,미검증
동부,2027,m-RAPA-2303-0883,부산 에코델타시티 31블록 공동주택 건설공사,부산 에코델타시티 대방 엘리움 리버뷰,APT,500세대 미만,-,-,부산광역시,강서구,대저2동,부산 에코델타시티 친수구역,공동31,-,-,-,-,-,-,-,블록,-,68414.6999,48747.7766,117162.4765,10,2,11,470,22,-,1.3,-,2027-09-08,-,2027-07-25,RAPA,부산광역시 강서구 대저2동 부산 에코델타시티 친수구역 공동31,단독,해당사항없음,35.14054786,128.9274087,등록,-,-,-,-,미검증
동부,2027,m-RAPA-2010-5590,김해진례 C-1BL 공동주택 건설공사,-,APT,500세대 이상,-,-,경상남도,김해시,진례면,김해진례 공공지원민간임대주택 공급촉진지구,C-1,송정리,경상남도,김해시,진례면,송정리,838,-,블록,-,62669.47,35782.18,98451.65,25,2,10,726,20,-,1.3,-,2027-09-06,-,2027-07-22,LGU+,경상남도 김해시 진례면 송정리 김해진례 공공지원민간임대주택 공급촉진지구 C-1,KT,"10,011,005,100,710,000,000",35.24260525,128.7394005,등록,-,-,-,-,미검증
동부,2027,m-RAPA-2108-5323,힐스테이트더샵상생공원1단지,힐스테이트더샵상생공원1단지,APT,아파트,공동주택,건물,경상북도,포항시 남구,대잠동,양학근린공원 민간공원조성 특례사업,1,-,-,-,-,-,-,-,블록,-,142217.16,70519.55,212736.71,35,3,7,999,14,1530,1.53,-,2027-08-31,-,2027-07-16,SKT,경상북도 포항시 남구 대잠동 양학근린공원 민간공원조성 특례사업 1,미등록,"101,102,103,105,106",36.02213851,129.3339078,등록,동일,동일,동일,동일,정상
수도권,2027,m-RAPA-2307-2513,청평수자인더퍼스트아파트,청평수자인더퍼스트아파트,APT,아파트,공동주택,건물,경기도,가평군,청평면,81,18,청평리,-,-,-,-,-,-,산,-,62183.4646,24974.94,87158.4046,25,3,4,553,8,-,1.3,-,2027-08-30,-,2027-07-15,KT,경기도 가평군 청평면 청평리 81 18,KT,"102,104",37.744511,127.423082,등록,-,-,-,-,미검증
중부,2027,m-RAPA-2111-6918,충북음성대소삼정지구3BL,충북음성대소삼정지구3BL,APT,아파트,공동주택,건물,충청북도,음성군,대소면,음성 대소 삼정지구 도시개발구역,A3,삼정리,충청북도,음성군,대소면,삼정리,808,1,블록,-,57528.3539,27782.8312,85311.1851,25,2,6,510,12,-,1.3,-,2027-08-30,-,2027-07-15,-,충청북도 음성군 대소면 삼정리 음성 대소 삼정지구 도시개발구역 A3,KT,"301,305",36.95856189,127.4955072,등록,-,-,-,-,미검증
중부,2027,m-RAPA-2006-3299,문화자이SKVIEW,문화자이SKVIEW,APT,아파트,공동주택,건물,대전광역시,중구,문화동,435,42,-,-,-,-,-,-,-,대지,-,179279.2379,99746.6003,279025.8382,34,3,19,1766,38,-,1.3,-,2027-08-30,-,2027-06-30,SKT,대전광역시 중구 문화동 435 42,미등록,"101,102,106,108,110,000,000,000,000",36.31050248,127.4060243,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2410-2977,마평동 734-1 공동주택(아파트) 신축공사,-,APT,500세대 미만,-,-,경기도,용인시 처인구,마평동,734,1,-,-,-,-,-,-,-,대지,-,7485.42,1471.31,8956.73,19,2,1,68,2,-,1.3,-,2027-08-30,-,2027-07-15,RAPA,경기도 용인시 처인구 마평동 734 1,미등록,1. 지상1층 : D.A 상부 인근,37.2360294,127.210616,등록,-,-,-,-,미검증
중부,2027,m-RAPA-2111-6916,충북 음성 대소 삼정지구 A2BL 공공지원 민간임대주택 신축공사,충북음성대소삼정지구2BL,APT,아파트,공동주택,건물,충청북도,음성군,대소면,음성 대소 삼정지구 도시개발구역,A2,삼정리,충청북도,음성군,대소면,삼정리,608,5,블록,-,52459.3056,26782.8041,79242.1097,25,2,4,465,8,-,1.3,-,2027-08-30,-,2027-07-15,-,충청북도 음성군 대소면 삼정리 음성 대소 삼정지구 도시개발구역 A2,KT,해당없음,36.9615393,127.4924161,등록,-,-,-,-,미검증
중부,2027,m-SK-2608-0782,음성 석미아데나 센트럴 신축공사,음성 석미아데나 센트럴,APT,아파트,공동주택,건물,충청북도,음성군,음성읍,419,-,-,-,-,-,-,-,-,대지,-,0,0,36296.48,29,1,3,0,6,-,1.3,-,2027-08-30,-,2027-07-16,-,충청북도 음성군 음성읍 419,KT,-,-,-,등록,-,-,-,-,미검증
수도권,2027,m-RAPA-2206-3699,소사역롯데캐슬더뉴엘아파트,소사역롯데캐슬더뉴엘아파트,APT,아파트,공동주택,건물,경기도,부천시 소사구,소사본동,134,-,-,-,-,-,-,-,-,대지,-,110066.1307,56801.5686,166867.6993,35,3,6,983,12,-,1.3,-,2027-08-29,-,2027-07-14,LGU+,경기도 부천시 소사구 소사본동 134,단독,"101,103,105",37.47898267,126.8014025,등록,-,-,-,-,미검증
